""	"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0046474"	"BP"	"GO:0046474"	"glycerophospholipid biosynthetic process"	"77/4529"	"210/18614"	4.0835711539692e-05	0.00230112816606124	0.00181253245956879	"5293/55650/2170/84879/10026/126969/51205/8394/5298/93183/5279/5321/824/3707/22979/85465/253558/51447/5291/5359/5337/5290/1609/55300/2247/8821/5295/64924/56895/5154/4952/8776/3612/9791/23167/84302/8818/56623/81490/84188/5286/114971/7405/23682/253430/55361/57678/55500/1606/56994/57605/9107/160851/3356/63874/84962/22863/146850/10400/94005/284098/30837/8526/9021/9489/5833/171586/128869/8813/23396/57153/27440/5297/27124/80339/8867/56894"	77
"GO:0043618"	"BP"	"GO:0043618"	"regulation of transcription from RNA polymerase II promoter in response to stress"	"21/4529"	"38/18614"	4.18286742100593e-05	0.00233658611413409	0.00184046166524261	"3725/405/4582/22926/467/2034/7428/3516/10370/3309/90993/219736/9531/7009/3091/54617/25942/7157/55364/1051/22933"	21
"GO:0071219"	"BP"	"GO:0071219"	"cellular response to molecule of bacterial origin"	"85/4529"	"237/18614"	4.26694584338308e-05	0.00236300518085284	0.00186127120409641	"2048/80149/5142/26191/11009/1604/824/8564/114548/3552/3553/56300/27177/26525/84639/3656/7474/64332/57088/79155/7096/3576/2919/6374/2921/2920/79931/3148/4208/1437/10318/90933/654/7124/1432/7128/23328/3569/5054/23641/8754/4067/23643/8767/10221/3297/80380/51510/19/7099/153090/445/59307/85363/923/7431/5599/27250/730249/1948/8106/4792/207/55829/9516/8140/5606/6347/6348/1440/5578/10892/140885/3929/1051/22904/6915/22933/4793/7538/558/7040/613/4282/706"	85
"GO:0097191"	"BP"	"GO:0097191"	"extrinsic apoptotic signaling pathway"	"82/4529"	"227/18614"	4.32296127331969e-05	0.00237356437776117	0.00186958837974339	"2537/2140/2730/6272/204851/4170/10962/4000/8682/9191/50486/467/183/3552/3553/3655/8837/843/55437/7857/5894/51304/64332/55179/3592/3064/658/6423/57630/3148/2668/5295/1437/1495/7124/2729/55023/7128/2852/3624/3082/5054/857/51530/367/8795/2260/6591/9821/100533105/6788/90865/7046/7185/153090/8567/572/10413/5519/219699/85450/6934/9531/23017/3856/8738/10038/599/3958/10572/207/5607/5371/51330/1540/8996/51741/672/596/970/7040/162989"	82
"GO:0042692"	"BP"	"GO:0042692"	"muscle cell differentiation"	"135/4529"	"410/18614"	4.41994795580193e-05	0.00240624963288742	0.00189533361494557	"57190/6548/10269/1491/6272/5738/51177/4000/844/5999/3915/5997/1465/25802/5629/824/183/3192/64754/6382/6546/56603/54910/2274/7273/8837/659/3488/23363/92737/8536/5915/3913/27086/6474/3280/4487/9948/80306/3516/7345/10611/5530/287/51778/1909/836/8470/57486/4208/4015/5159/1794/9794/10211/1432/64208/9474/3908/6648/2852/3912/2318/136319/6604/1756/9643/4204/9172/3084/23462/5339/4814/7111/2022/84814/133/10938/30008/6935/22943/11155/27250/81029/928/3845/7480/3856/4193/10818/338773/488/6926/688/1948/23250/10038/4323/4776/9472/1073/6495/87/51676/207/26585/50804/29767/29766/7168/55897/3566/2294/9780/90410/8506/6909/5573/6662/1000/115701/596/650/10398/4773/55544/9518/9149/23646/7040/4627/25776/58494/11096/1827"	135
"GO:0006644"	"BP"	"GO:0006644"	"phospholipid metabolic process"	"125/4529"	"375/18614"	4.5136465445566e-05	0.00243661053800265	0.00191924802650894	"5293/55650/2170/3633/84879/8613/10026/126969/51205/8394/5298/10654/2224/93183/5279/9588/5321/9926/824/3707/9453/129642/22979/85465/253558/94101/3417/114884/5333/51447/57406/5291/5359/5337/5290/1609/55300/27163/166929/81579/2247/8821/5295/64924/1436/5159/116150/57515/56895/5154/222236/50640/4952/8776/4204/66036/84513/3612/55529/9791/5168/23167/10558/84302/55151/8818/22845/56623/20/81490/114879/6609/84188/5286/114971/5331/7405/23682/3422/259230/253430/142891/55361/57678/196051/55500/1606/114882/56994/4598/57605/9107/160851/3356/63874/84962/22863/9517/11261/21/51573/5048/146850/10400/94005/284098/30837/8526/9021/9489/5833/171586/128869/8813/8612/23396/57153/64748/7376/27440/5297/27124/80339/8867/56894"	125
"GO:0000151"	"CC"	"GO:0000151"	"ubiquitin ligase complex"	"105/4724"	"307/19518"	4.54497654772963e-05	0.000903759922633847	0.000685990345858846	"118424/10277/553115/127544/57643/1163/50717/55827/27252/27101/64326/51514/80232/9781/150684/64795/339745/164781/51665/56852/7324/10425/9730/84541/64422/80325/54165/165918/10336/10296/26234/54876/29945/23142/11275/26269/10299/90268/23194/6502/1161/57688/7320/81545/26262/255488/23113/26235/5071/55975/222235/54880/9968/90293/7319/26260/7993/6921/11059/25897/90390/114907/10210/25853/246184/55626/1643/84447/648/7321/8945/196394/7334/26259/675/26224/80344/122773/23588/8816/26094/6400/51676/122416/5888/197131/64410/146330/90864/267/51003/79018/7126/672/64750/84733/54994/79016/126433/55101/84861/8216/79734/23466/23492"	105
"GO:0101002"	"CC"	"GO:0101002"	"ficolin-1-rich granule"	"69/4724"	"185/19518"	4.54953974659216e-05	0.000903759922633847	0.000685990345858846	"23352/978/178/1520/3608/10092/127829/1604/7130/10213/3417/51719/10533/51143/23218/3615/327/9861/2992/55276/79930/1432/22875/6993/5689/5683/2990/3614/5799/3920/1508/427/7415/26578/210/5695/5719/2495/374395/5547/5049/101/6515/51071/3071/317/8655/5836/3958/55860/5265/3320/80301/527/5713/23406/230/5717/5709/5718/7077/2548/140885/2357/2358/4282/10694/1476/5211"	69
"GO:0048568"	"BP"	"GO:0048568"	"embryonic organ development"	"147/4529"	"453/18614"	4.70233515868928e-05	0.00251731675495166	0.00198281799191398	"1969/1889/2048/25949/204851/4853/405/27173/10763/5087/5396/5629/6262/130497/26160/2034/2202/2736/9394/129880/3236/3232/3233/23314/5915/7048/7474/26018/200894/55773/5357/7545/6474/59343/3280/1739/4487/57545/3516/57728/55584/3576/51176/10427/5308/1909/2668/4208/2201/1437/2296/7124/5089/7942/5754/10370/5154/3201/2737/1956/1749/221908/3638/10049/55112/9968/7976/55636/7274/23462/4325/6788/115908/23414/5125/23552/5727/7046/85301/25861/2022/133/9645/5080/26005/4647/10413/4297/648/6935/219736/64072/79955/7289/2/3856/5916/2735/10818/144455/6926/26259/84678/4323/2290/25831/6495/3091/4522/677/7043/51676/207/2200/55897/23059/2294/2303/1856/7157/9423/3975/113026/3212/3213/3217/54903/6909/2186/6662/9368/2885/9021/57534/125488/51098/100/1051/655/53615/7040/10848/8463/613/3976/11078/79879"	147
"GO:0010720"	"BP"	"GO:0010720"	"positive regulation of cell development"	"141/4529"	"432/18614"	4.88005206918962e-05	0.00259086400764249	0.00204074904711566	"56998/2048/3065/1435/4853/10456/51043/50848/5362/11221/3707/114548/3553/27177/2736/659/2335/23363/2043/5270/7048/1230/5364/6091/64332/3059/5361/23129/55179/4311/6474/3280/118/9353/399/5530/51176/2247/9037/3572/1946/4124/972/9308/3400/10385/7124/3123/8876/55274/2852/3569/2737/3984/57154/5764/6604/10013/100528062/5365/3897/4204/2664/7976/4067/9760/27067/8767/10221/3297/90865/5789/301/5080/4192/55626/572/10524/23529/4135/26011/3601/22891/1959/57178/118813/57698/101/3845/65981/7480/3071/9840/23011/26259/3981/4323/10419/22985/2290/55012/51199/3091/677/22938/23405/56965/8482/64410/79006/3566/8140/5176/5048/146850/9423/51393/2124/4137/1636/5578/10892/596/650/1869/7052/100/8943/9294/6597/84807/22933/558/7040/6598/3976/706/23654/7074/8867/861"	141
"GO:0071496"	"BP"	"GO:0071496"	"cellular response to external stimulus"	"111/4529"	"327/18614"	5.05698158901979e-05	0.00266279096130026	0.00209740383938034	"978/6548/83667/80149/64121/84879/6513/5563/57535/5565/1513/2629/3428/477/50848/7391/9213/2752/5743/51022/467/183/5610/3553/92196/3676/659/10533/90226/10641/2247/6423/253260/5734/5562/96459/654/10919/1026/7942/2729/58528/9474/26100/54468/358/136319/51422/11152/3920/51765/8795/6591/4067/54332/5339/90865/7099/3309/2022/55626/572/10524/143686/28960/8644/5599/9531/664/23710/120892/54407/7421/144577/490/8738/9891/2308/8428/91875/5587/22863/4149/1965/22938/440275/84219/23274/79567/11345/81631/8140/1535/9780/7157/3690/1277/55062/3759/6662/81929/55364/220441/8792/596/1265/558/2909/11133/1312/10634"	111
"GO:1905475"	"BP"	"GO:1905475"	"regulation of protein localization to membrane"	"66/4529"	"175/18614"	5.24211663486952e-05	0.0027378339237725	0.00215651302214957	"1969/2048/26119/84455/2633/5906/5525/163882/23433/116372/7130/56947/55022/54585/2042/27032/5357/1173/131578/1739/1601/5295/8878/7124/2534/7430/5071/2852/1956/245812/221914/51024/285966/1020/65267/367/10857/2664/51201/10434/6505/2040/391/25921/6809/5599/288/4035/10082/4323/25831/382/3958/9495/207/11261/5780/81831/57555/342667/4836/3675/23255/1000/7040/1399"	66
"GO:0006892"	"BP"	"GO:0006892"	"post-Golgi vesicle-mediated transport"	"43/4529"	"102/18614"	5.4495112908427e-05	0.00280061284258988	0.00220596217053312	"9341/7805/6272/55204/10067/8548/27252/5877/149371/163882/30845/150684/54520/4430/27032/2580/55435/64083/63971/261729/9179/6102/10434/23230/114879/10133/288/54536/143187/8906/23256/10640/4644/10066/23062/164/3996/55062/11031/8943/1785/26088/9980"	43
"GO:1905477"	"BP"	"GO:1905477"	"positive regulation of protein localization to membrane"	"43/4529"	"102/18614"	5.4495112908427e-05	0.00280061284258988	0.00220596217053312	"1969/2048/84455/163882/7130/56947/2042/27032/5357/1739/5295/8878/7124/2534/7430/5071/2852/1956/245812/51024/285966/1020/65267/10857/51201/2040/391/25921/6809/5599/288/4035/382/3958/9495/207/11261/5780/57555/342667/4836/3675/23255"	43
"GO:0009612"	"BP"	"GO:0009612"	"response to mechanical stimulus"	"78/4529"	"215/18614"	5.54682231373179e-05	0.0028279989320169	0.00222753340535578	"6548/6513/3725/1435/477/50848/4921/5743/824/183/6262/6546/3553/7273/5270/5894/7048/5028/5290/3064/55584/2247/6507/5734/84059/654/9856/79969/7124/1432/2729/2534/10370/2115/358/83862/136319/5764/1756/285/8795/8989/5747/5339/90865/5727/25861/7099/2022/2021/4192/5024/572/23621/5599/79955/9531/664/3736/54407/7846/8738/3356/4323/4792/4212/4313/1535/9780/3690/1277/3759/6662/1000/8792/8200/1265/3727"	78
"GO:0010212"	"BP"	"GO:0010212"	"response to ionizing radiation"	"56/4529"	"143/18614"	5.69224888213713e-05	0.00287929187549992	0.00226793538138692	"2140/10269/65123/1196/3428/64326/25896/1788/3552/10010/51776/64859/165918/84142/6423/836/5562/1161/51149/1432/1026/6648/2002/5423/6591/4609/3297/301/210/3309/6609/79073/10524/143570/10413/1410/3014/10635/4193/144715/675/10206/3981/9112/5888/54617/5371/641/55159/1535/7157/672/2885/596/7056/1785"	56
"GO:0005838"	"CC"	"GO:0005838"	"proteasome regulatory particle"	"13/4724"	"19/19518"	5.74753941266589e-05	0.00111169512323932	0.000843821575820755	"5710/10213/5707/9861/5719/5706/5713/5717/5709/5705/5718/11047/5714"	13
"GO:1903008"	"BP"	"GO:1903008"	"organelle disassembly"	"55/4529"	"140/18614"	5.95810911608141e-05	0.00296806382071278	0.0023378584889176	"65018/5563/1513/10456/2629/51506/8444/10533/64422/3064/132671/291/54463/5562/53918/84340/9140/7416/8878/26235/9474/5071/26100/54543/51024/10013/11152/65991/665/9821/79752/7415/57104/55626/9776/10524/10133/664/23710/10059/84749/51569/22863/3091/55102/1459/11345/81631/7157/162427/55062/11140/84164/27341/706"	55
"GO:0032469"	"BP"	"GO:0032469"	"endoplasmic reticulum calcium ion homeostasis"	"16/4529"	"26/18614"	5.96015306463184e-05	0.00296806382071278	0.0023378584889176	"54499/63892/3708/58515/7466/817/51024/10134/7009/488/84899/23241/5371/596/7052/79734"	16
"GO:0022407"	"BP"	"GO:0022407"	"regulation of cell-cell adhesion"	"157/4529"	"491/18614"	6.16420307797919e-05	0.00304606465945679	0.00239929750573651	"8764/7805/80149/8613/3716/1952/26191/51043/50848/22920/149041/27/1604/11221/3707/55083/114548/57162/84695/3552/3553/27177/3557/2736/1803/3676/26154/5270/7048/58515/7474/201627/9223/64332/868/3592/5290/3280/1739/399/5530/51176/55714/836/4651/3572/1946/972/56940/654/9308/3077/10385/3105/3133/10211/7124/4855/3127/3123/3117/3108/3111/3113/3115/1432/266727/27242/100133941/2534/8876/10370/4301/55274/3569/10457/2737/7784/857/5420/6522/6604/51201/4067/8767/3037/5747/80380/340481/301/8013/9314/54542/445/10077/23075/960/4192/55626/923/572/10524/2615/84959/648/1326/5592/288/57178/57678/101/928/7480/3071/9840/10808/1948/56339/3958/384/207/7082/567/5607/64410/18/3566/170692/9780/146850/6347/1845/5578/5573/114897/84034/5771/10892/140885/650/182/100/1051/655/8943/970/7297/6597/23149/84807/7040/5329/91663/9647/6598/3956/861"	157
"GO:1904951"	"BP"	"GO:1904951"	"positive regulation of establishment of protein localization"	"110/4529"	"325/18614"	6.24606422187075e-05	0.00306295546269448	0.00241260190554702	"118424/65018/80149/84455/54741/79971/55204/7203/25874/2752/5743/8934/5208/163882/3552/3553/7273/56947/3708/8536/5468/10425/3059/27032/7545/11235/952/9662/64083/5562/5019/5295/2150/5122/654/7124/3123/1432/23607/2534/7430/6950/2852/79778/54543/2737/51024/285966/1020/94121/2182/10134/2316/1736/51201/8754/79752/10497/7099/2040/10984/7251/9776/54972/572/85459/9854/55691/5599/288/56681/6934/9531/101/10059/5213/10576/84876/338442/3843/8660/5106/5587/382/3091/9495/10972/7043/3320/11261/18/1459/79567/9501/57555/4836/5573/22994/23255/55741/4946/5566/2867/7040/3783/54795/7376/945/89781/10694"	110
"GO:0032956"	"BP"	"GO:0032956"	"regulation of actin cytoskeleton organization"	"116/4529"	"346/18614"	6.33324084994823e-05	0.00308217721364147	0.00242774232581349	"832/3925/6548/126820/829/389/4853/6281/10456/128239/55243/50848/5999/27/10092/25802/5629/375/23433/55704/119/9168/822/3552/55845/2042/90102/3059/5290/1739/118/9948/9353/22998/57482/2044/55435/171024/9037/253260/5734/5295/2150/5921/5066/1946/1436/5159/11346/23607/51429/5071/5154/6624/2006/3984/10344/6369/136319/1020/6522/7114/286527/2316/10395/10174/10565/27067/114822/23189/203228/7111/7046/1902/81873/29085/391/23075/4192/116985/83700/6840/120/3071/4035/10810/1073/382/10979/2764/6710/7043/123016/51466/54551/7082/29767/29766/7168/29109/146206/23406/1398/1440/3690/2885/396/284266/343578/684/85415/2909/91663/9647/11078/9620"	116
"GO:0036503"	"BP"	"GO:0036503"	"ERAD pathway"	"45/4529"	"109/18614"	6.80774095925741e-05	0.00328819006934358	0.00259001272585282	"118424/10277/22926/7844/23190/54431/55139/84236/55768/7466/10299/23197/821/4121/5071/4189/857/29978/10134/7993/11160/7415/29979/3309/11253/258010/84447/55298/10206/55757/337867/5706/6400/55829/267/79089/51136/55666/55741/6449/80700/126433/57333/7353/80020"	45
"GO:1903076"	"BP"	"GO:1903076"	"regulation of protein localization to plasma membrane"	"43/4529"	"103/18614"	7.17282364482778e-05	0.0034386730667443	0.00270854385394243	"1969/2048/26119/2633/5525/163882/23433/116372/55022/2042/27032/5357/1173/131578/1739/1601/5295/8878/7124/7430/2852/1956/245812/1020/65267/367/10857/51201/10434/391/25921/6809/4035/4323/25831/382/3958/9495/207/5780/342667/3675/7040"	43
"GO:0001667"	"BP"	"GO:0001667"	"ameboidal-type cell migration"	"158/4529"	"496/18614"	7.23660079070581e-05	0.00344354988736993	0.00271238518525714	"57449/5293/1969/80149/8613/3725/5586/10500/8394/6280/6273/5872/28956/64218/4921/2752/5743/51094/5629/11221/183/3964/10000/6868/6546/10505/54910/9839/1803/2191/3676/659/2335/7145/7857/5468/9922/7048/7869/7474/5793/56999/27086/6091/11167/23129/5291/11235/5290/9982/9353/5308/2247/1909/9037/2668/4208/90355/4163/57556/1839/2246/309/2196/6678/7124/116150/2697/23328/9590/358/3315/10371/5764/7114/7076/10013/27286/154796/4204/285/4017/6781/25960/2260/8754/6591/5168/3037/5747/7264/5339/23189/5646/152007/301/7046/9314/54566/153090/29941/3611/5286/5547/154810/196740/59/9124/1634/55198/5025/90627/1948/8660/8874/5587/382/3091/2530/51466/207/26585/80031/2252/5607/5371/8482/55897/10509/1012/2303/5176/5048/5606/3690/3675/4215/64750/5578/6662/9368/1000/498/55612/54453/655/3911/6915/10501/7040/348/6237/284361/3036/9647/23598/4627/29775"	158
"GO:0001726"	"CC"	"GO:0001726"	"ruffle"	"67/4724"	"181/19518"	7.60139773548422e-05	0.00143130416149453	0.00108641776669115	"1969/51177/8394/117145/6282/6277/6868/822/23550/2191/7456/5868/378/23150/26084/11275/23022/4651/5921/324/64411/23607/51429/7430/6624/1956/1021/5420/154796/66036/10395/23362/23189/89846/7099/56623/64787/59338/3678/55785/55198/6249/221178/9107/3936/8874/382/87/54822/4644/83660/7168/1464/146206/3690/9368/55612/27131/57403/10347/23396/5141/1785/126432/91663/27124/4627"	67
"GO:0009411"	"BP"	"GO:0009411"	"response to UV"	"59/4529"	"154/18614"	7.63442296509077e-05	0.00360614214174582	0.0028404544267176	"10277/7398/7391/5743/51514/163859/23596/8491/51776/84236/993/4311/3592/836/5562/1161/5295/7320/1432/1026/5429/5796/4216/358/1956/7076/7319/51435/94241/4609/6609/1643/10714/4312/4314/5599/675/56339/4776/1965/207/440275/90427/54617/9768/5371/2072/9683/4313/4157/7157/4239/90313/55364/596/5111/79913/1153/1032"	59
"GO:0031331"	"BP"	"GO:0031331"	"positive regulation of cellular catabolic process"	"145/4529"	"450/18614"	7.71011332501574e-05	0.0036153115328395	0.00284767689230508	"65018/83667/7805/127544/80149/5563/57535/2773/4343/7812/405/2629/22926/149041/64326/1660/3192/9781/28951/3553/7341/23677/7428/79443/10425/10641/201626/26137/5291/3064/3184/152503/57630/291/1601/5562/112574/167227/7416/153769/9337/57472/255488/7124/7942/2729/389421/340152/51429/5071/90637/221955/3569/57154/857/11040/11152/29978/10134/665/8754/9821/8767/94241/10247/25897/10221/5747/3297/90865/203228/7415/29979/23287/10558/195827/54542/90678/2021/26086/20/57104/10984/117854/85363/10346/5286/258010/55626/9776/572/10524/1374/7405/143686/5049/28960/10133/51322/219771/22849/81603/9531/664/101/8078/120892/9924/4193/1634/26259/2308/3356/10206/22894/8660/91875/56339/5587/25831/3091/677/9517/207/8554/5045/84219/140775/10241/10140/8313/55062/57690/1453/220441/54915/6449/3643/5886/79016/22933/55095/7538/348/9567"	145
"GO:0030018"	"CC"	"GO:0030018"	"Z disc"	"51/4724"	"129/19518"	7.7894104026913e-05	0.00143130416149453	0.00108641776669115	"2275/6513/5142/91624/91156/1465/5525/5664/9453/6262/6546/2274/7273/23363/51719/776/2317/339855/10611/5530/287/171024/51778/23022/27295/8470/11346/667/3315/2318/10049/1756/2316/64236/56704/114907/5339/55742/1410/288/11155/9124/9531/6334/3856/1073/23224/87/51676/2280/10398"	51
"GO:0031902"	"CC"	"GO:0031902"	"late endosome membrane"	"59/4724"	"155/19518"	8.09155525330037e-05	0.00145055929540873	0.0011010331923618	"114883/54432/57535/10542/28956/127829/338382/9741/55686/55207/57406/25978/114885/7879/11342/5337/79572/950/153129/309/3127/3123/3108/54664/1183/3920/6845/137492/23516/91782/64089/55529/55353/6505/51510/10581/10410/7251/220002/219931/653145/143187/4891/57617/7782/84888/302/9399/21/9516/83547/9842/23531/57132/29919/4864/9525/80700/23646"	59
"GO:0001933"	"BP"	"GO:0001933"	"negative regulation of protein phosphorylation"	"114/4529"	"341/18614"	8.32219778579534e-05	0.00387404337506879	0.00305147252145829	"55450/2048/80149/8613/3725/26191/103/2629/55243/5997/11221/64853/183/64754/80851/28951/7498/6546/3553/54431/55022/5468/9467/8850/23171/1849/868/5291/1609/9353/7345/6423/836/5144/100506658/324/5515/6879/6690/1843/56940/1026/135228/5570/5167/7128/154043/5071/11116/5575/3486/3315/7532/3082/857/494551/51422/1756/10251/4067/5569/10221/5339/203228/3301/2776/153090/2022/6609/7251/5080/9479/23705/84959/56288/22943/27250/80824/120892/4035/26524/10464/3843/58533/51637/22863/207/26585/11261/79705/54386/140775/1845/5573/9021/5771/55364/6317/140885/650/55861/655/56937/1032/22933/7040/348/84335/91662/91663/1399/9647/27124/104"	114
"GO:0050867"	"BP"	"GO:0050867"	"positive regulation of cell activation"	"129/4529"	"394/18614"	8.5681121522339e-05	0.00395982391841371	0.00311903938779162	"8764/2048/6195/26191/914/51043/4921/27/5321/1604/11221/3707/114548/57162/3552/3553/27177/2736/55183/1803/57181/7048/58515/7474/64332/3592/5290/3280/7468/79155/952/399/5530/51176/5618/3572/2150/4208/5159/972/9308/10385/3134/3105/3133/7124/3127/3123/3117/3108/3111/3113/3115/1026/100133941/2534/8876/55274/3569/2737/7784/857/6604/2316/6845/4067/9760/8767/80380/90865/301/8013/7099/6812/4192/55626/923/572/10524/23529/51111/9846/3601/648/1326/57178/59/57678/101/120892/7480/3071/9840/10808/1948/8660/4323/55012/207/567/26258/64410/3566/118460/164/146850/6347/6348/10892/596/10666/140885/3929/100/4773/8943/970/51293/7297/6597/23149/3727/84807/558/7040/6598/4282/3956/861"	129
"GO:2000027"	"BP"	"GO:2000027"	"regulation of animal organ morphogenesis"	"51/4529"	"129/18614"	8.97165054321259e-05	0.00411670593497126	0.00324261083918969	"4919/1952/1435/183/1951/7474/6091/4487/10427/2247/6423/2668/1601/2246/7124/5754/22881/10370/5154/3082/57154/367/9968/7976/6591/115908/89958/55366/22943/219736/10818/10082/5083/51339/6495/55727/26585/2252/55897/1856/3975/3217/54903/64750/6662/650/655/57664/84133/9620/7074"	51
"GO:0030427"	"CC"	"GO:0030427"	"site of polarized growth"	"64/4724"	"172/19518"	9.11450628662559e-05	0.00159503860015948	0.00121069883005302	"65018/22911/9860/1314/23046/5664/149371/3676/8941/2043/25791/26059/91653/2596/323/23022/10409/56104/1809/114787/6624/22853/1020/2332/3897/2316/81551/203228/5727/25861/6809/5818/9638/10006/54536/55361/118813/57698/2288/2026/114134/120892/5101/57447/51199/3320/4644/4756/267/10300/23406/10381/5048/9513/51393/4137/3675/201255/1630/5802/1785/57616/22933/27124"	64
"GO:0002696"	"BP"	"GO:0002696"	"positive regulation of leukocyte activation"	"124/4529"	"377/18614"	9.32808322094349e-05	0.00424990117810929	0.00334752490056554	"8764/2048/26191/914/51043/27/5321/1604/11221/3707/114548/57162/3552/3553/27177/2736/55183/1803/57181/7048/58515/7474/64332/3592/5290/3280/7468/79155/952/399/5530/51176/5618/3572/2150/4208/972/9308/10385/3134/3105/3133/7124/3127/3123/3117/3108/3111/3113/3115/1026/100133941/2534/8876/55274/3569/2737/7784/857/6604/6845/4067/9760/8767/80380/90865/301/8013/7099/6812/4192/55626/923/572/10524/23529/51111/9846/3601/648/1326/57178/57678/101/120892/7480/3071/9840/10808/1948/8660/4323/55012/207/567/26258/64410/3566/118460/164/146850/6347/6348/10892/596/10666/140885/3929/100/4773/8943/970/51293/7297/6597/23149/3727/84807/558/7040/6598/4282/3956/861"	124
"GO:0030667"	"CC"	"GO:0030667"	"secretory granule membrane"	"107/4724"	"319/19518"	9.42435809354961e-05	0.00161090772064162	0.00122274413453642	"8514/23352/5906/4893/28956/23385/127829/51706/1604/8560/9725/26154/3708/54918/51143/23218/8618/7879/55/5912/4311/5337/952/5099/10396/4126/1363/64924/10184/5066/6678/6793/79930/3107/3106/22875/135228/26002/8876/9749/134957/3482/154664/857/5799/158747/94121/10857/3920/57826/6845/157680/2040/6836/391/258010/960/6809/374395/221/5870/5547/22931/310/81619/1755/101/928/6515/719/4257/3709/53831/3071/11010/10970/8655/10257/23250/3958/10972/9321/79895/29106/4240/290/21/527/1535/3690/1534/2548/11031/54495/140885/8904/682/54760/57153/976/684/5329/728/945/147650/2357/2358"	107
"GO:0061138"	"BP"	"GO:0061138"	"morphogenesis of a branching epithelium"	"69/4529"	"188/18614"	9.63143923505812e-05	0.00435063977932821	0.00342687379878592	"56998/1969/1435/5087/5629/183/5534/2736/3237/7048/7474/5361/23129/1739/9353/51176/2247/1909/6423/2668/2297/2246/7124/4855/5154/2737/3082/367/4824/6591/4609/5727/2022/3611/133/55366/4192/10413/8945/3845/7421/10818/6926/4323/4776/6495/55727/26585/2252/5371/2294/2303/9955/9953/3975/3217/54903/6909/6662/2885/9021/80000/596/650/64412/7052/655/3911/9620"	69
"GO:0022617"	"BP"	"GO:0022617"	"extracellular matrix disassembly"	"29/4529"	"62/18614"	9.684643344395e-05	0.00435063977932821	0.00342687379878592	"1520/1513/57326/8751/9507/4921/3915/149371/1803/2191/4241/10211/6624/3569/1515/4319/4312/4314/4321/101/4035/3936/4323/5045/4313/146206/7040/4320/11096"	29
"GO:0034599"	"BP"	"GO:0034599"	"cellular response to oxidative stress"	"99/4529"	"290/18614"	9.83378312061685e-05	0.00436296148962813	0.00343657925552901	"65018/57190/83667/6421/80149/5052/5563/3725/4170/405/4921/51022/2034/7444/5163/55139/27086/11235/6649/5978/1909/5562/8382/7124/2534/135112/5796/8876/7128/6648/5071/3569/358/1956/51142/3315/3082/50640/10013/538/51765/2936/55290/8989/27067/94241/3297/6505/301/29979/8013/7295/7099/2021/221/4314/8644/5599/84883/10105/10935/59338/664/4257/120892/488/2706/2308/8428/328/5587/2643/3091/2530/1965/10516/9529/207/7168/5371/25942/5151/55829/4363/4313/8996/1728/7157/4137/5831/55364/596/140885/83959/5111/51526/655/22933/558"	99
"GO:0006650"	"BP"	"GO:0006650"	"glycerophospholipid metabolic process"	"101/4529"	"297/18614"	9.94544596147894e-05	0.00436296148962813	0.00343657925552901	"5293/55650/2170/3633/84879/10026/126969/51205/8394/5298/93183/5279/9588/5321/9926/824/3707/129642/22979/85465/253558/114884/5333/51447/57406/5291/5359/5337/5290/1609/55300/27163/2247/8821/5295/64924/1436/5159/57515/56895/5154/222236/50640/4952/8776/4204/66036/3612/55529/9791/5168/23167/84302/8818/56623/81490/114879/84188/5286/114971/5331/7405/23682/253430/55361/57678/55500/1606/114882/56994/57605/9107/160851/3356/63874/84962/22863/21/51573/5048/146850/10400/94005/284098/30837/8526/9021/9489/5833/171586/128869/8813/23396/57153/7376/27440/5297/27124/80339/8867/56894"	101
"GO:0051146"	"BP"	"GO:0051146"	"striated muscle cell differentiation"	"101/4529"	"297/18614"	9.94544596147894e-05	0.00436296148962813	0.00343657925552901	"57190/6548/10269/6272/5738/51177/4000/844/5999/5997/1465/25802/5629/824/183/3192/64754/6382/6546/56603/2274/7273/8837/3488/23363/92737/5915/27086/6474/4487/9948/3516/10611/5530/51778/836/8470/57486/4208/5159/1794/9794/10211/1432/64208/9474/2318/136319/9643/9172/3084/5339/7111/84814/10938/22943/11155/928/3845/7480/3856/10818/338773/6926/688/1948/23250/10038/4323/9472/1073/6495/51676/207/26585/50804/29767/29766/7168/55897/3566/9780/90410/8506/5573/1000/115701/596/650/10398/4773/55544/9518/9149/23646/7040/4627/25776/58494/11096/1827"	101
