""	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"R-HSA-1632852"	"R-HSA-1632852"	"Macroautophagy"	"37/1540"	"136/10899"	4.39857110516129e-05	0.00133615780307491	0.00108140760499824	"PINK1/RRAGC/EPAS1/ATG7/DYNC1LI1/CHMP2B/ARL13B/ATG3/PRKAA1/SLC38A9/ATG12/SQSTM1/RRAGD/ATG5/PRKN/WIPI2/TOMM7/DYNC1I1/PRKAG2/WDR45/CHMP7/RB1CC1/HSF1/VCP/AMBRA1/ATG13/UVRAG/GABARAPL1/UBE2N/UBC/CSNK2A2/DYNC1LI2/GABARAPL2/MAP1LC3B/NBR1/DYNLL2/WIPI1"	37
"R-HSA-180534"	"R-HSA-180534"	"Vpu mediated degradation of CD4"	"19/1540"	"52/10899"	4.61550506502726e-05	0.00133615780307491	0.00108140760499824	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-69601"	"R-HSA-69601"	"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A"	"19/1540"	"52/10899"	4.61550506502726e-05	0.00133615780307491	0.00108140760499824	"PSMB2/PSMD14/PSMD1/CDC25A/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-69610"	"R-HSA-69610"	"p53-Independent DNA Damage Response"	"19/1540"	"52/10899"	4.61550506502726e-05	0.00133615780307491	0.00108140760499824	"PSMB2/PSMD14/PSMD1/CDC25A/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-69613"	"R-HSA-69613"	"p53-Independent G1/S DNA damage checkpoint"	"19/1540"	"52/10899"	4.61550506502726e-05	0.00133615780307491	0.00108140760499824	"PSMB2/PSMD14/PSMD1/CDC25A/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-9762114"	"R-HSA-9762114"	"GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2"	"19/1540"	"52/10899"	4.61550506502726e-05	0.00133615780307491	0.00108140760499824	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-5358346"	"R-HSA-5358346"	"Hedgehog ligand biogenesis"	"22/1540"	"65/10899"	4.68982540152122e-05	0.00133615780307491	0.00108140760499824	"PSMB2/HHAT/ADAM17/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/VCP/PSMD5/PSMB7/PSMD13/PSMA1/SYVN1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	22
"R-HSA-4641258"	"R-HSA-4641258"	"Degradation of DVL"	"20/1540"	"57/10899"	5.74375142204876e-05	0.00159011645833912	0.00128694681640413	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/HECW1/PSMD5/PSMB7/PSMD13/PSMA1/UBC/DACT1/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	20
"R-HSA-1234174"	"R-HSA-1234174"	"Cellular response to hypoxia"	"24/1540"	"75/10899"	6.07536785056852e-05	0.00159011645833912	0.00128694681640413	"PSMB2/EPAS1/PSMD14/PSMD1/VHL/HIGD1A/PSMD6/CITED2/PSMB1/PSMA2/ELOC/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	24
"R-HSA-1234176"	"R-HSA-1234176"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"	"22/1540"	"66/10899"	6.10773209163371e-05	0.00159011645833912	0.00128694681640413	"PSMB2/EPAS1/PSMD14/PSMD1/VHL/PSMD6/PSMB1/PSMA2/ELOC/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	22
"R-HSA-69563"	"R-HSA-69563"	"p53-Dependent G1 DNA Damage Response"	"22/1540"	"66/10899"	6.10773209163371e-05	0.00159011645833912	0.00128694681640413	"PSMB2/PSMD14/PSMD1/PSMD6/CDKN1A/PSMB1/PSMA2/CCNE2/PSMD5/PSMB7/PSMD13/PSMA1/MDM2/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/CCNE1/PSMD8"	22
"R-HSA-69580"	"R-HSA-69580"	"p53-Dependent G1/S DNA damage checkpoint"	"22/1540"	"66/10899"	6.10773209163371e-05	0.00159011645833912	0.00128694681640413	"PSMB2/PSMD14/PSMD1/PSMD6/CDKN1A/PSMB1/PSMA2/CCNE2/PSMD5/PSMB7/PSMD13/PSMA1/MDM2/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/CCNE1/PSMD8"	22
"R-HSA-5632684"	"R-HSA-5632684"	"Hedgehog 'on' state"	"26/1540"	"85/10899"	7.21043194011631e-05	0.00182832292024632	0.00147973712820214	"PSMB2/EFCAB7/SPOPL/PSMD14/PSMD1/PSMD6/BOC/EVC2/EVC/PSMB1/PSMA2/SMURF1/PTCH1/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/KIF7/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	26
"R-HSA-176187"	"R-HSA-176187"	"Activation of ATR in response to replication stress"	"15/1540"	"37/10899"	7.26485928574696e-05	0.00182832292024632	0.00147973712820214	"RPA2/CLSPN/ORC1/MCM6/ORC4/CDC25A/MCM2/RAD17/MCM3/MCM7/MCM4/RAD9B/RFC3/ORC6/CDC6"	15
"R-HSA-1169091"	"R-HSA-1169091"	"Activation of NF-kappaB in B cells"	"22/1540"	"67/10899"	7.89592014668002e-05	0.001954563839588	0.00158190910962821	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/BTRC/UBC/NFKBIA/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/MALT1/PSMD8/NFKBIB"	22
"R-HSA-180585"	"R-HSA-180585"	"Vif-mediated degradation of APOBEC3G"	"19/1540"	"54/10899"	8.38213601423881e-05	0.00200905164785724	0.00162600833960422	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/ELOC/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-8854050"	"R-HSA-8854050"	"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis"	"19/1540"	"54/10899"	8.38213601423881e-05	0.00200905164785724	0.00162600833960422	"PSMB2/PSMD14/PSMD1/PSMD6/FBXL7/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-162909"	"R-HSA-162909"	"Host Interactions of HIV factors"	"35/1540"	"130/10899"	8.82124585141831e-05	0.00208126269306901	0.00168445171603563	"PSMB2/ARF1/PSMD14/AP1S3/PSMD1/PSMD6/KPNA1/NUP155/FYN/PSMB1/ELMO1/PSMA2/AP1S1/NUP205/ATP6V1H/ELOC/PSIP1/PSMD5/PSMB7/NUP188/PSMD13/PSMA1/BTRC/CCNT1/UBC/NUP58/PSMA4/AP1G1/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/SEH1L/PSMD8"	35
"R-HSA-211733"	"R-HSA-211733"	"Regulation of activated PAK-2p34 by proteasome mediated degradation"	"18/1540"	"50/10899"	9.11004664635214e-05	0.0021163339132295	0.00171283630063398	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	18
"R-HSA-174113"	"R-HSA-174113"	"SCF-beta-TrCP mediated degradation of Emi1"	"19/1540"	"55/10899"	0.000111294754018324	0.00252444163808307	0.00204313471022269	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-8939902"	"R-HSA-8939902"	"Regulation of RUNX2 expression and activity"	"23/1540"	"73/10899"	0.000112275277456442	0.00252444163808307	0.00204313471022269	"PSMB2/PSMD14/PSMD1/PSMD6/SKP2/PSMB1/PSMA2/SMURF1/WWP1/PSMD5/PSMB7/PSMD13/PSMA1/ESRRA/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/BMP2/PSMD8"	23
"R-HSA-174084"	"R-HSA-174084"	"Autodegradation of Cdh1 by Cdh1:APC/C"	"21/1540"	"64/10899"	0.000115355280150816	0.00252444163808307	0.00204313471022269	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-4608870"	"R-HSA-4608870"	"Asymmetric localization of PCP proteins"	"21/1540"	"64/10899"	0.000115355280150816	0.00252444163808307	0.00204313471022269	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/SMURF1/FZD3/PSMD5/PSMB7/PSMD13/PSMA1/FZD8/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-5621481"	"R-HSA-5621481"	"C-type lectin receptors (CLRs)"	"37/1540"	"142/10899"	0.000118307383199799	0.00255205926616709	0.00206548679541303	"PSMB2/PPP3R1/IL1B/PSMD14/PSMD1/RAF1/PSMD6/MUC13/MUC20/MUC7/FYN/PSMB1/PSMA2/LYN/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/NFKB2/KRAS/ITPR2/UBE2N/UBC/NFKBIA/RPS6KA5/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/ICAM2/PSMD12/MALT1/PSMD8/UBE2M"	37
"R-HSA-5663202"	"R-HSA-5663202"	"Diseases of signal transduction by growth factor receptors and second messengers"	"89/1540"	"433/10899"	0.000122153646745152	0.00259791558570675	0.00210260020565042	"PIK3CD/AGTRAP/HDAC1/PSMB2/HHAT/PPP2R5A/DUSP10/ADAM17/TGFA/GCC2/PSMD14/PSMD1/ATG7/RAF1/KAT2B/PSMD6/TFG/GOLGB1/PIK3CB/PIK3CA/HES1/CTBP1/BTC/FGF2/MAML3/RICTOR/ERBIN/PIK3R1/APC/PPP2CA/HBEGF/SQSTM1/CDKN1A/CCNC/FYN/CEP43/PSMB1/PSMA2/PTPN12/ZC3HC1/HDAC8/MAMLD1/MECP2/NRG1/FGFR1/LYN/HEY1/POLR2K/VCP/TGFBR1/PSMD5/PSMB7/PSMD13/DUSP8/RHOG/PSMA1/SYVN1/GAB2/PPP2R1B/APBB1IP/FZD8/CAMK2G/CTBP2/ETV6/DUSP16/KRAS/MDM2/FRS2/UBC/ZMYM2/IRS2/FGF7/APH1B/PSMA4/POLR2C/PSMD7/PSMD11/PSMD3/ITGB3/RNF43/PSMC5/PSMD12/PRKAR1A/GRB2/MIB1/CEBPB/CDC37/PSMD8/AKT1S1"	89
"R-HSA-1168372"	"R-HSA-1168372"	"Downstream signaling events of B Cell Receptor (BCR)"	"25/1540"	"83/10899"	0.000129967572726622	0.00267394072687969	0.00216413048721319	"PSMB2/RASGRP3/PPP3R1/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/BTRC/KRAS/UBC/NFKBIA/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/MALT1/PSMD8/NFKBIB"	25
"R-HSA-1257604"	"R-HSA-1257604"	"PIP3 activates AKT signaling"	"60/1540"	"267/10899"	0.000132209057140124	0.00267394072687969	0.00216413048721319	"PIK3CD/HDAC1/RBBP4/PSMB2/AGO4/RRAGC/PPP2R5A/TGFA/PSMD14/PSMD1/PSMD6/PIK3CB/PIK3CA/REST/BTC/FGF2/RICTOR/SLC38A9/PIK3R1/PPP2CA/HBEGF/IER3/CDKN1A/RRAGD/FYN/PSMB1/PSMA2/RBBP7/NRG1/FGFR1/MAF1/IL33/PSMD5/PSMB7/PSMD13/RHOG/PSMA1/GAB2/PPP2R1B/BMI1/MDM2/FRS2/UBC/IRS2/FGF7/PSMA4/CSNK2A2/PSMD7/SUZ12/PSMD11/PSMD3/PSMC5/PSMD12/GRB2/PHLPP1/MBD3/PIP5K1C/INSR/PSMD8/AKT1S1"	60
"R-HSA-69231"	"R-HSA-69231"	"Cyclin D associated events in G1"	"17/1540"	"47/10899"	0.000132811625507269	0.00267394072687969	0.00216413048721319	"E2F2/TFDP2/SKP2/CCNH/PPP2CA/E2F3/CDKN1A/CCND3/CDK6/LYN/CCNE2/PPP2R1B/UBC/TFDP1/E2F1/CDKN2D/CCNE1"	17
"R-HSA-69236"	"R-HSA-69236"	"G1 Phase"	"17/1540"	"47/10899"	0.000132811625507269	0.00267394072687969	0.00216413048721319	"E2F2/TFDP2/SKP2/CCNH/PPP2CA/E2F3/CDKN1A/CCND3/CDK6/LYN/CCNE2/PPP2R1B/UBC/TFDP1/E2F1/CDKN2D/CCNE1"	17
"R-HSA-8951664"	"R-HSA-8951664"	"Neddylation"	"55/1540"	"240/10899"	0.000145132949446293	0.00286085451667418	0.00231540752447453	"PSMB2/DTL/EPAS1/PSMD14/OBSL1/PSMD1/ASB1/VHL/PSMD6/KBTBD8/DCUN1D1/UBXN7/FBXL5/DCAF16/KLHL5/DCUN1D4/KLHL2/FBXL7/SKP2/ERCC8/SQSTM1/FBXL4/PSMB1/PSMA2/RBBP7/ELOC/VCP/PSMD5/PSMB7/ASB6/PSMD13/PSMA1/DDB2/UBE2D1/BTRC/UBC/PSMA4/BTBD1/KLHL25/ASB7/SPSB3/NAE1/PSMD7/COPS3/PSMD11/PSMD3/PSMC5/PSMD12/SOCS3/NPLOC4/DDA1/PSMD8/FBXO27/UBE2M/UFD1"	55
"R-HSA-202424"	"R-HSA-202424"	"Downstream TCR signaling"	"28/1540"	"98/10899"	0.000145884634293981	0.00286085451667418	0.00231540752447453	"PSMB2/PSMD14/PSMD1/PSMD6/PIK3CB/PIK3CA/PIK3R1/HLA-DQA1/PSMB1/PSMA2/RIPK2/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/UBE2N/UBC/NFKBIA/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/MALT1/PSMD8"	28
"R-HSA-8873719"	"R-HSA-8873719"	"RAB geranylgeranylation"	"21/1540"	"65/10899"	0.000148027951715535	0.00286566932167253	0.00231930434469279	"RAB29/RAB7B/RAB1A/RAB5A/RAB7A/RAB43/RAB32/RAB9A/CHM/RAB39B/RAB2A/RAB1B/RAB6A/RAB38/RAB18/RAB21/RAB20/RAB12/RAB31/RAB22A/RAB11B"	21
"R-HSA-8852135"	"R-HSA-8852135"	"Protein ubiquitination"	"24/1540"	"79/10899"	0.00015191157755485	0.00290362635579523	0.00235002453752406	"UBE2J2/UBE2T/RAD18/UBE2E1/OTULIN/UBE2B/H2BC4/H2BC5/H2BC11/H2BC12/UBE2A/UBE2V2/UBE2W/VCP/WAC/UBE2D1/USP5/UBE2N/UBC/RTF1/SELENOS/UBE2G1/RNF152/PCNA"	24
"R-HSA-349425"	"R-HSA-349425"	"Autodegradation of the E3 ubiquitin ligase COP1"	"18/1540"	"52/10899"	0.000162770547522887	0.00303436452789579	0.00245583633104706	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	18
"R-HSA-75815"	"R-HSA-75815"	"Ubiquitin-dependent degradation of Cyclin D"	"18/1540"	"52/10899"	0.000162770547522887	0.00303436452789579	0.00245583633104706	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	18
"R-HSA-2454202"	"R-HSA-2454202"	"Fc epsilon receptor (FCERI) signaling"	"35/1540"	"134/10899"	0.000169772377277365	0.00312629621571734	0.00253024043670117	"PSMB2/PPP3R1/PSMD14/PSMD1/PSMD6/PIK3CB/PIK3CA/PIK3R1/ITK/FYN/PSMB1/PSMA2/LYN/PSMD5/PSMB7/PSMD13/PSMA1/GAB2/MAPK8/UBE2D1/BTRC/KRAS/ITPR2/UBE2N/UBC/NFKBIA/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/GRB2/MALT1/PSMD8"	35
"R-HSA-157118"	"R-HSA-157118"	"Signaling by NOTCH"	"54/1540"	"236/10899"	0.000173248387062779	0.0031518682465638	0.00255093693569925	"HDAC1/PSMB2/AGO4/ELF3/ADAM17/PSMD14/DNER/PSMD1/KAT2B/PSMD6/ST3GAL6/TFDP2/HES1/TACC3/MAML3/E2F3/H2BC4/H2AC6/H2BC5/H3C8/H4C8/H2BC11/H2BC12/H3C10/NOTCH4/CCNC/PSMB1/PSMA2/HDAC8/MAMLD1/HEY1/YWHAZ/PSMD5/PSMB7/PSMD13/PSMA1/DTX4/RAB6A/H2AX/H2AJ/ATP2A2/UBC/TFDP1/APH1B/PSMA4/FURIN/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/MIB1/E2F1/PSMD8"	54
"R-HSA-69541"	"R-HSA-69541"	"Stabilization of p53"	"19/1540"	"57/10899"	0.000190889419697177	0.00343146456836593	0.00277722576777472	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/MDM2/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-9687139"	"R-HSA-9687139"	"Aberrant regulation of mitotic cell cycle due to RB1 defects"	"14/1540"	"36/10899"	0.000213480657935386	0.0037377041861358	0.00302507811788335	"E2F2/UBE2E1/TFDP2/SKP2/E2F3/CDKN1A/CCND3/CDK6/CCNE2/CDC26/UBE2D1/TFDP1/E2F1/CCNE1"	14
"R-HSA-169911"	"R-HSA-169911"	"Regulation of Apoptosis"	"18/1540"	"53/10899"	0.000214329006478146	0.0037377041861358	0.00302507811788335	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	18
"R-HSA-9711123"	"R-HSA-9711123"	"Cellular response to chemical stress"	"46/1540"	"194/10899"	0.000217461225505448	0.0037377041861358	0.00302507811788335	"PGD/SESN2/PSMB2/PRDX1/GCLM/NLRP3/PSMD14/PSMD1/PSMD6/UBXN7/SKP2/ATOX1/SQSTM1/GCLC/SOD2/PSMB1/MAFK/PSMA2/GSR/VCP/TXN/PSMD5/PSMB7/PSMD13/TALDO1/PSMA1/BTRC/TXNRD1/UBC/NOX5/SIN3A/PSMA4/ABCC1/CSNK2A2/PSMD7/MAP1LC3B/CYBA/PSMD11/PSMD3/COX11/PSMC5/PSMD12/NPLOC4/MAFG/PSMD8/UFD1"	46
"R-HSA-8856828"	"R-HSA-8856828"	"Clathrin-mediated endocytosis"	"37/1540"	"146/10899"	0.000217826469125795	0.0037377041861358	0.00302507811788335	"VAMP3/LDLRAP1/DNAJC6/ARPC5/TGFA/TGOLN2/STAM2/AGFG1/RAB5A/AGTR1/GAK/BTC/DAB2/HBEGF/KIAA0319/SNX9/IGF2R/AMPH/WASL/UBQLN2/OCRL/VAMP7/UBQLN1/GAPVD1/PIK3C2A/STAM/NECAP1/M6PR/UBC/COPS3/GRB2/PIP5K1C/SH3GL1/DNM2/EPS15L1/GRK3/SYNJ1"	37
"R-HSA-6798695"	"R-HSA-6798695"	"Neutrophil degranulation"	"96/1540"	"482/10899"	0.000223234389032244	0.00378745985886167	0.0030653474354398	"UBR4/CDA/CTSS/S100A9/ARPC5/ARL8A/CD55/DEGS1/TNFAIP6/PSMD14/CAB39/PSMD1/ATG7/CMTM6/DYNC1LI1/PSMD6/RAB7A/ACP3/GYG1/MME/PLD1/PGM2/ATP8A1/HPSE/STK10/FAF2/DOK3/MAPK14/ENPP4/VNN1/DYNLT1/IGF2R/PSMB1/PSMA2/ABCA13/MOSPD2/GLA/PGRMC1/RAP2C/SDCBP/VCP/OSTF1/ERP44/STOM/PSMB7/LCN2/SURF4/PSMD13/TOLLIP/RHOG/SVIP/CD44/FTH1/TMEM179B/FOLR3/RAB6A/PAFAH1B2/RAB18/TSPAN14/SLC2A3/C3AR1/DERA/MGST1/GPR84/NCKAP1L/CCT2/GLIPR1/APAF1/CKAP4/ATP11A/ATP8B4/PLEKHO2/ANPEP/ATP6V0C/CPPED1/PSMD7/COTL1/CYBA/PSMD11/PSMD3/PSMD12/UNC13D/RAB31/SERPINB3/SIRPA/C3/ADGRE5/PLAUR/C5AR1/FTL/CD33/FPR1/FPR2/OSCAR/CCT8/CSTB"	96
"R-HSA-1236978"	"R-HSA-1236978"	"Cross-presentation of soluble exogenous antigens (endosomes)"	"17/1540"	"49/10899"	0.00023827144458455	0.00399766534802967	0.00323547540541125	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	17
"R-HSA-5607764"	"R-HSA-5607764"	"CLEC7A (Dectin-1) signaling"	"28/1540"	"101/10899"	0.000255204290516644	0.00423470855692454	0.00342732424858096	"PSMB2/PPP3R1/IL1B/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/NFKB2/ITPR2/UBE2N/UBC/NFKBIA/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/MALT1/PSMD8/UBE2M"	28
"R-HSA-2871837"	"R-HSA-2871837"	"FCERI mediated NF-kB activation"	"24/1540"	"82/10899"	0.000285291596702289	0.00468250338065714	0.00378974306374551	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/LYN/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/BTRC/UBE2N/UBC/NFKBIA/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/MALT1/PSMD8"	24
"R-HSA-174154"	"R-HSA-174154"	"APC/C:Cdc20 mediated degradation of Securin"	"21/1540"	"68/10899"	0.00030001006089091	0.00487113109618575	0.00394240725177529	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	21
"R-HSA-8866654"	"R-HSA-8866654"	"E3 ubiquitin ligases ubiquitinate target proteins"	"19/1540"	"59/10899"	0.000316459354173031	0.00508354920001358	0.00411432598202563	"UBE2J2/RAD18/UBE2E1/UBE2B/H2BC4/H2BC5/H2BC11/H2BC12/UBE2A/UBE2V2/VCP/WAC/UBE2D1/UBE2N/UBC/RTF1/SELENOS/RNF152/PCNA"	19
"R-HSA-5619084"	"R-HSA-5619084"	"ABC transporter disorders"	"23/1540"	"78/10899"	0.000336361471039499	0.00534637706599625	0.00432704341137793	"PSMB2/PSMD14/ABCA12/PSMD1/PSMD6/PSMB1/PSMA2/VCP/ABCA1/PSMD5/PSMB7/PSMD13/PSMA1/ABCC9/UBC/PSMA4/ABCA3/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	23
"R-HSA-4641257"	"R-HSA-4641257"	"Degradation of AXIN"	"18/1540"	"55/10899"	0.000361452704275715	0.00568534982767009	0.00460138804456255	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	18
"R-HSA-113510"	"R-HSA-113510"	"E2F mediated regulation of DNA replication"	"10/1540"	"22/10899"	0.000392647146547818	0.00596088568745879	0.00482439057730196	"ORC1/ORC4/TFDP2/PPP2CA/POLA1/PPP2R1B/PRIM1/TFDP1/ORC6/E2F1"	10
"R-HSA-912631"	"R-HSA-912631"	"Regulation of signaling by CBL"	"10/1540"	"22/10899"	0.000392647146547818	0.00596088568745879	0.00482439057730196	"PIK3CD/PIK3CB/PIK3CA/PIK3R1/FYN/LYN/UBC/CRK/GRB2/CRKL"	10
"R-HSA-174178"	"R-HSA-174178"	"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1"	"22/1540"	"74/10899"	0.000395939998644179	0.00596088568745879	0.00482439057730196	"PSMB2/PSMD14/PSMD1/UBE2E1/PSMD6/SKP2/PSMB1/PSMA2/CDC26/PSMD5/PSMB7/PSMD13/PSMA1/UBE2D1/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	22
"R-HSA-5610780"	"R-HSA-5610780"	"Degradation of GLI1 by the proteasome"	"19/1540"	"60/10899"	0.000402655854384634	0.00596088568745879	0.00482439057730196	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-5610783"	"R-HSA-5610783"	"Degradation of GLI2 by the proteasome"	"19/1540"	"60/10899"	0.000402655854384634	0.00596088568745879	0.00482439057730196	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-5610785"	"R-HSA-5610785"	"GLI3 is processed to GLI3R by the proteasome"	"19/1540"	"60/10899"	0.000402655854384634	0.00596088568745879	0.00482439057730196	"PSMB2/PSMD14/PSMD1/PSMD6/PSMB1/PSMA2/PSMD5/PSMB7/PSMD13/PSMA1/BTRC/UBC/PSMA4/PSMD7/PSMD11/PSMD3/PSMC5/PSMD12/PSMD8"	19
"R-HSA-9675126"	"R-HSA-9675126"	"Diseases of mitotic cell cycle"	"14/1540"	"38/10899"	0.000412795353962217	0.00605166004352376	0.00489785800664419	"E2F2/UBE2E1/TFDP2/SKP2/E2F3/CDKN1A/CCND3/CDK6/CCNE2/CDC26/UBE2D1/TFDP1/E2F1/CCNE1"	14
"R-HSA-5223345"	"R-HSA-5223345"	"Miscellaneous transport and binding events"	"11/1540"	"26/10899"	0.000431931768702758	0.00627131702635735	0.00507563546016095	"SLC66A1/NIPAL3/LRRC8C/ADD2/ADD1/AZGP1/MMGT1/TUSC3/ADD3/NIPA1/NIPA2"	11
