""	"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0000151"	"CC"	"GO:0000151"	"ubiquitin ligase complex"	"106/4763"	"309/19869"	2.39413463883338e-05	0.00050276827415501	0.000386194691385072	"118424/10277/553115/127544/57643/1163/50717/55827/27252/27101/64326/51514/80232/9781/150684/64795/51239/339745/164781/51665/56852/7324/10425/9730/84541/64422/80325/54165/165918/10336/10296/26234/54876/29945/23142/11275/26269/10299/90268/23194/6502/1161/57688/7320/81545/26262/255488/23113/26235/5071/55975/222235/54880/9968/90293/7319/26260/7993/6921/11059/25897/90390/114907/10210/25853/246184/140459/55626/1643/84447/648/7321/8945/196394/7334/26259/675/26224/80344/122773/23588/8816/26094/6400/51676/122416/5888/197131/64410/146330/90864/267/51003/79018/7126/672/64750/84733/54994/79016/126433/55101/84861/8216/79734/23492"	106
"GO:0043200"	"BP"	"GO:0043200"	"response to amino acid"	"49/4576"	"118/18903"	2.39435247157046e-05	0.00159014624967597	0.001251091389106	"83667/1307/64121/2730/10542/28956/824/1788/1290/1373/23677/5290/3184/56034/836/153129/6880/7124/2729/58528/2534/1956/1278/538/1288/4067/3297/210/445/572/143686/6935/22849/7009/3843/599/6495/197131/64506/4313/1728/8140/1535/1277/5111/1051/84861/80339/1291"	49
"GO:0030176"	"CC"	"GO:0030176"	"integral component of endoplasmic reticulum membrane"	"63/4763"	"164/19869"	2.5136345958838e-05	0.000513972126579397	0.000394800780018314	"10269/10026/22926/54499/84236/55831/7095/7466/202018/166929/133022/10299/54463/79993/972/821/3134/3105/3133/3107/3106/3127/3123/3117/3113/3115/347734/9697/60481/6785/3638/93380/10134/7993/23471/3309/8818/22845/6786/84447/84649/2542/219855/259230/142891/118813/83401/11153/121665/51016/3895/6252/56851/567/84888/55829/51283/267/94005/6238/128869/126129/284361"	63
"GO:0036503"	"BP"	"GO:0036503"	"ERAD pathway"	"47/4576"	"112/18903"	2.51887750565437e-05	0.00164625113196135	0.00129523345159135	"118424/10277/22926/7844/23190/54431/55139/84236/55768/7466/10299/54557/202052/23197/821/4121/5071/4189/857/29978/10134/7993/11160/7415/29979/3309/11253/258010/84447/55298/10206/55757/337867/5706/6400/55829/267/79089/51136/55666/55741/6449/80700/126433/57333/7353/80020"	47
"GO:0006260"	"BP"	"GO:0006260"	"DNA replication"	"100/4576"	"286/18903"	2.52994197553825e-05	0.00164625113196135	0.00129523345159135	"6118/5928/64769/10269/4998/8412/6282/1660/51514/163859/246243/6241/55704/2736/4175/5000/5937/50485/84289/4171/253461/259282/8467/5884/5515/10919/27154/5429/4172/253714/1956/4176/27000/5931/5422/9767/64061/157570/5423/4173/9134/50484/79075/54108/116447/80010/25792/2021/6240/374393/63901/80198/10714/84897/22891/23063/79892/51147/5965/9416/5557/2735/144455/675/5983/79596/3981/11198/11177/57697/5427/51550/5888/54617/9768/25942/641/23594/55159/7157/56953/7126/3980/91607/990/672/201254/64863/125476/5111/79913/7150/10036/10498/4784/58525/898/29844/29980/8208"	100
"GO:0030667"	"CC"	"GO:0030667"	"secretory granule membrane"	"107/4763"	"313/19869"	2.59458884783867e-05	0.000516921931992473	0.000397066633393934	"8514/23352/5906/4893/28956/23385/127829/51706/1604/8560/9725/26154/3708/54918/51143/23218/8618/7879/55/5912/4311/5337/952/5099/10396/4126/1363/64924/10184/5066/6678/6793/79930/3107/3106/22875/135228/26002/8876/9749/134957/3482/154664/857/5799/158747/94121/10857/3920/57826/6845/157680/2040/6836/391/258010/960/6809/374395/221/5870/5547/22931/310/81619/1755/101/928/6515/719/4257/3709/53831/3071/11010/10970/8655/10257/23250/3958/10972/9321/79895/29106/4240/290/21/527/1535/3690/1534/2548/11031/54495/140885/8904/682/54760/57153/976/684/5329/728/945/147650/2357/2358"	107
"GO:0001558"	"BP"	"GO:0001558"	"regulation of cell growth"	"139/4576"	"422/18903"	2.59803409788533e-05	0.00167365356585773	0.00131679307171767	"55210/84275/22883/978/6195/6548/83667/64769/84879/5538/84722/54879/10500/6280/8751/80128/28956/64218/9826/5999/5997/51094/183/6868/9792/10505/54910/150465/659/2335/3488/5270/23677/84289/9686/51447/7869/7474/27086/131566/185/344901/4487/952/9353/3490/6696/817/84162/6423/9037/253260/1601/1946/57556/5515/6695/1839/6586/9856/1026/6098/2697/5167/6446/5071/11116/3624/3484/3486/1956/3984/10371/57154/4897/136319/1020/5931/6197/64061/3897/2664/6386/100533105/734/9166/7046/7251/10413/1410/51196/118813/57698/51147/65981/23011/694/56994/84678/6049/23111/3621/10038/4323/9472/10516/207/26585/54617/80031/5607/5371/8482/25942/10509/4682/1535/5048/7157/9423/51393/27346/4137/114804/1630/23327/596/9962/11054/10501/5802/1032/1785/6597/684/7040/348/84861/1399"	139
"GO:0032469"	"BP"	"GO:0032469"	"endoplasmic reticulum calcium ion homeostasis"	"16/4576"	"25/18903"	2.76779201508622e-05	0.00176535803576093	0.00138894409094738	"54499/63892/3708/58515/7466/817/51024/10134/7009/488/84899/23241/5371/596/7052/79734"	16
"GO:0071496"	"BP"	"GO:0071496"	"cellular response to external stimulus"	"112/4576"	"328/18903"	2.80912383108265e-05	0.00177415448233671	0.00139586493773612	"978/6548/83667/80149/64121/84879/6513/5563/57535/5565/1513/2629/3428/477/50848/7391/9213/2752/5743/51022/467/183/5610/3553/92196/3676/659/10533/90226/10641/2247/6423/253260/5734/5562/96459/654/10919/1026/7942/2729/58528/9474/26100/54468/358/136319/51422/11152/3920/51765/8795/6591/4067/54332/5339/90865/7099/3309/2022/55626/572/10524/143686/23235/28960/8644/5599/9531/664/23710/120892/54407/7421/144577/490/8738/9891/2308/8428/91875/5587/22863/4149/1965/22938/440275/84219/23274/79567/11345/81631/8140/1535/9780/7157/3690/1277/55062/3759/6662/81929/55364/220441/8792/596/1265/558/2909/11133/1312/10634"	112
"GO:0042692"	"BP"	"GO:0042692"	"muscle cell differentiation"	"135/4576"	"409/18903"	3.0131811219904e-05	0.00183225512854943	0.001441577222498	"57190/6548/10269/1491/6272/5738/51177/4000/844/5999/3915/5997/1465/25802/5629/824/183/3192/64754/6382/6546/56603/54910/2274/7273/8837/659/3488/23363/92737/8536/5915/3913/27086/6474/3280/4487/9948/80306/3516/7345/10611/5530/287/51778/1909/836/8470/57486/4208/4015/5159/1794/9794/10211/1432/64208/9474/3908/6648/2852/3912/2318/136319/6604/1756/9643/4204/9172/3084/23462/5339/4814/7111/2022/84814/133/10938/30008/6935/22943/11155/26509/27250/81029/928/3845/7480/4193/10818/338773/488/6926/688/1948/23250/10038/4323/4776/9472/1073/6495/87/51676/207/26585/50804/29767/29766/7168/55897/3566/2294/9780/90410/8506/6909/5573/6662/1000/115701/596/650/10398/4773/55544/9518/9149/23646/7040/4627/25776/58494/11096/1827"	135
"GO:0044089"	"BP"	"GO:0044089"	"positive regulation of cellular component biogenesis"	"160/4576"	"498/18903"	3.02552324487867e-05	0.00183225512854943	0.001441577222498	"22883/1969/65018/2048/1307/79647/115362/29899/57535/84722/389/9869/6281/64218/55243/26052/25802/183/6382/10602/23433/55704/129293/3987/7341/57633/55845/10015/51364/90102/7879/2047/5290/1739/3064/53407/202018/9079/22998/57606/9662/57482/9908/2895/171024/11076/253260/112574/5295/100506658/2150/84250/1946/324/96459/1437/1809/11346/10146/57472/79969/10211/7124/51429/7058/6624/3984/10344/6369/221908/54674/857/8976/11152/538/27286/100528062/139818/84631/2332/4204/10174/3084/6386/27067/3297/5789/7415/10497/7046/19/1902/7099/153090/90678/10807/64787/23075/7251/55626/116985/85459/4312/4314/23187/8027/51196/55729/55196/7480/3071/9924/6249/54737/3936/22873/84962/23116/382/5706/10979/3958/7043/23768/51466/3320/90427/7168/25942/21/9738/29109/146206/3038/9780/54849/57555/7157/90410/84299/1440/9842/4137/5705/5578/55062/6662/2885/9525/55612/79953/655/1785/7040/2909/7376/9647/22880/79734/11135"	160
"GO:0001726"	"CC"	"GO:0001726"	"ruffle"	"67/4763"	"178/19869"	3.03873770254749e-05	0.00059027479871985	0.000453411651932744	"1969/51177/8394/117145/6282/6277/6868/822/23550/2191/7456/5868/378/23150/26084/11275/23022/4651/5921/324/64411/23607/51429/7430/6624/1956/1021/5420/154796/66036/10395/23362/23189/89846/7099/56623/64787/59338/3678/55785/55198/6249/221178/9107/3936/8874/382/87/54822/4644/83660/7168/1464/146206/3690/9368/55612/27131/57403/10347/23396/5141/1785/126432/91663/27124/4627"	67
"GO:0071900"	"BP"	"GO:0071900"	"regulation of protein serine/threonine kinase activity"	"131/4576"	"395/18903"	3.05593852670221e-05	0.00183225512854943	0.001441577222498	"83667/9077/84722/26191/1163/2629/5997/5629/11221/64853/183/6868/28951/22924/6546/7039/3553/55437/659/151195/8941/27013/2043/51719/8536/5468/8850/152110/993/1849/7474/6091/5291/205428/11235/3064/7345/51191/658/2247/6423/56034/9693/836/2180/253260/1601/10309/902/4208/324/5515/2246/1436/5159/1843/7124/1026/896/100133941/5570/7128/23328/4216/5154/5575/1956/857/494551/51422/10251/2260/8754/56892/4067/5569/9134/6788/10221/3301/7099/153090/6609/2965/7251/9479/5871/7405/219771/8325/22943/54619/27250/101/80824/120892/904/9802/8091/26524/3356/81617/3843/84962/10979/1033/8812/207/5607/641/9894/9088/1856/146850/23533/51755/990/5573/8792/6317/650/655/3643/11140/1032/898/7040/348/4282/10454/84221"	131
"GO:0001893"	"BP"	"GO:0001893"	"maternal placenta development"	"20/4576"	"35/18903"	3.06067416020061e-05	0.00183225512854943	0.001441577222498	"55870/9191/5743/659/6696/56977/10370/5764/4693/23641/1508/6781/10935/7421/2706/10038/207/682/26528/3976"	20
"GO:2001233"	"BP"	"GO:2001233"	"regulation of apoptotic signaling pathway"	"125/4576"	"374/18903"	3.09218982634944e-05	0.00183225512854943	0.001441577222498	"65018/2537/2140/3065/6421/1491/2730/2773/4170/6280/4582/4000/8682/5743/50486/467/183/6201/3552/3553/3655/8837/55437/7857/84289/5894/55179/5291/3064/4487/7466/658/6423/57630/3148/291/2668/6880/1437/8382/1495/972/7124/2729/55023/8876/9774/7128/6648/5071/2852/3624/3315/3082/5054/51024/857/51530/367/10134/4824/2260/6591/9821/100533105/6788/50484/4609/3301/29979/7046/7185/153090/138151/960/9479/90993/8567/114971/572/84447/10413/5519/648/56624/259230/219699/10105/27069/3070/85450/6934/8531/10059/120892/7009/23017/4193/8738/317/7178/599/4776/3958/3091/9529/207/5607/5371/55829/51330/1540/1459/8996/51741/7157/672/9368/5771/596/1032/162989/5329/56917/4282"	125
"GO:0032535"	"BP"	"GO:0032535"	"regulation of cellular component size"	"123/4576"	"367/18903"	3.09580444996208e-05	0.00183225512854943	0.001441577222498	"832/10542/829/8799/10500/23557/10456/80128/64218/128239/55243/10092/25802/10000/10602/119/10505/9168/822/54910/150465/659/2335/55845/5868/7869/7474/3059/84561/5357/5290/1173/1739/118/9948/9353/57482/6696/9037/253260/2150/5921/1946/57556/9856/51429/7430/358/2006/3984/10344/6369/10371/57154/10095/56996/4897/136319/11194/1020/7114/65267/538/286527/3897/2664/9821/10565/23189/7111/81873/23075/6840/3778/118813/119032/120/57698/5916/3071/23011/6049/23111/394/1073/382/6710/79890/51466/3320/9990/80031/29767/29766/8482/25942/10509/146206/23406/83547/5048/23108/9423/51393/1440/4137/9368/2885/1630/343578/57468/57403/10501/5802/1785/79036/3783/348/2909/84335/91663/11135/11078"	123
"GO:0090140"	"BP"	"GO:0090140"	"regulation of mitochondrial fission"	"18/4576"	"30/18903"	3.10021435907929e-05	0.00183225512854943	0.001441577222498	"65018/56947/5468/5071/51024/23259/54708/664/10059/120892/6773/1634/80821/64423/80179/4137/10928/56907"	18
"GO:2001234"	"BP"	"GO:2001234"	"negative regulation of apoptotic signaling pathway"	"84/4576"	"233/18903"	3.1441094805283e-05	0.00184130484305121	0.00144869733480801	"65018/2537/2140/3065/1491/2730/2773/4170/4582/4000/8682/5743/3552/3553/3655/8837/55437/7857/5894/55179/5291/3064/7466/6423/57630/3148/291/2668/6880/1437/8382/1495/972/7124/2729/55023/7128/6648/5071/3315/3082/5054/51530/367/6591/9821/100533105/50484/3301/7046/960/9479/90993/84447/10413/648/56624/219699/10105/27069/3070/85450/6934/8531/120892/7009/23017/4193/7178/599/3958/3091/9529/207/5607/55829/1459/8996/672/596/1032/5329/56917/4282"	84
"GO:0101002"	"CC"	"GO:0101002"	"ficolin-1-rich granule"	"69/4763"	"185/19869"	3.2910199047733e-05	0.000623688406343624	0.000479077865470209	"23352/978/178/1520/3608/10092/127829/1604/7130/10213/3417/51719/10533/51143/23218/3615/327/9861/2992/55276/79930/1432/22875/6993/5689/5683/2990/3614/5799/3920/1508/427/7415/26578/210/5695/5719/2495/374395/5547/5049/101/6515/51071/3071/317/8655/5836/3958/55860/5265/3320/80301/527/5713/23406/230/5717/5709/5718/7077/2548/140885/2357/2358/4282/10694/1476/5211"	69
"GO:0048568"	"BP"	"GO:0048568"	"embryonic organ development"	"146/4576"	"449/18903"	3.42056916315375e-05	0.00198516275216544	0.00156188150977575	"1969/1889/2048/25949/204851/4853/405/27173/10763/5087/5396/5629/6262/130497/26160/2034/2202/2736/9394/129880/3236/3232/3233/23314/5915/7048/7474/26018/200894/55773/5357/7545/6474/3280/1739/4487/57545/3516/57728/55584/3576/51176/10427/5308/1909/56034/2668/4208/2201/1437/2296/7124/5089/7942/5754/10370/5154/3201/2737/1956/1749/221908/3638/10049/55112/9968/7976/55636/7274/23462/4325/6788/115908/23414/5125/23552/5727/7046/25861/2022/133/9645/5080/26005/4647/10413/4297/648/6935/219736/1305/64072/79955/7289/2/5916/2735/10818/144455/6926/26259/84678/4323/2290/25831/6495/3091/4522/677/7043/51676/207/2200/55897/23059/2294/2303/1856/7157/9423/3975/113026/3212/3213/3217/54903/6909/2186/6662/9368/2885/9021/57534/125488/51098/100/1051/655/53615/7040/10848/8463/613/3976/11078/79879"	146
"GO:0031227"	"CC"	"GO:0031227"	"intrinsic component of endoplasmic reticulum membrane"	"65/4763"	"172/19869"	3.43202487258319e-05	0.00063492460142789	0.000487708797682874	"10269/10026/22926/54499/84236/55831/83850/7095/7466/202018/166929/133022/10299/54463/79993/972/821/3134/3105/3133/3107/3106/3127/3123/3117/3113/3115/347734/9697/60481/6785/3638/57488/93380/10134/7993/23471/3309/8818/22845/6786/84447/84649/2542/219855/259230/142891/118813/83401/11153/121665/51016/3895/6252/56851/567/84888/55829/51283/267/94005/6238/128869/126129/284361"	65
"GO:0006892"	"BP"	"GO:0006892"	"post-Golgi vesicle-mediated transport"	"44/4576"	"104/18903"	3.55011337141111e-05	0.00204194913737771	0.00160655976347223	"9341/7805/6272/55204/10067/8548/27252/5877/149371/163882/30845/150684/54520/4430/27032/2580/55435/64083/63971/261729/9179/6102/10434/23230/114879/10133/288/54536/143187/8906/29091/23256/10640/4644/10066/23062/164/3996/55062/11031/8943/1785/26088/9980"	44
"GO:1903532"	"BP"	"GO:1903532"	"positive regulation of secretion by cell"	"97/4576"	"278/18903"	3.64304840446183e-05	0.00207685998420735	0.0016340268344186	"65018/79971/55204/6281/25874/2752/5321/5208/183/8564/6382/3552/3553/7273/8941/5468/5868/10015/8618/7879/51714/5028/952/6696/64083/2668/1601/5019/2150/5122/6690/654/3077/3134/3123/23607/134957/7430/2852/3624/7784/1020/9367/94121/2182/6845/4824/8754/6386/10497/7099/6812/9536/7251/9066/572/9846/9854/55691/8027/6934/101/10059/5213/9498/5025/338442/8660/84932/5106/382/3091/376267/10972/7043/1588/302/192683/4828/18/3566/112755/164/9501/57555/91608/201294/114897/8792/9525/650/7040/3783/54795/7376/945/4282"	97
"GO:0061912"	"BP"	"GO:0061912"	"selective autophagy"	"37/4576"	"83/18903"	3.74278402496778e-05	0.00208886077154472	0.00164346878461868	"65018/83667/51506/3964/7879/3064/23001/291/54463/7416/8878/9474/5071/26100/54543/10013/9821/8767/29979/10558/90678/55626/9776/10133/9531/23710/84749/51569/22863/9517/55102/81631/7157/162427/10241/2548/11140"	37
"GO:0071219"	"BP"	"GO:0071219"	"cellular response to molecule of bacterial origin"	"84/4576"	"234/18903"	3.75402204019864e-05	0.00208886077154472	0.00164346878461868	"2048/80149/5142/26191/11009/1604/824/8564/114548/3552/3553/56300/27177/26525/84639/3656/7474/57088/79155/7096/3576/2919/6374/2921/2920/79931/3148/4208/1437/10318/90933/654/7124/1432/7128/23328/3569/5054/23641/8754/4067/23643/8767/10221/3297/80380/51510/19/7099/153090/445/59307/85363/923/7431/5599/27250/730249/1948/8106/4792/207/55829/9516/8140/5606/6347/6348/1440/5578/10892/140885/3929/1051/22904/6915/22933/4793/7538/558/7040/613/4282/706"	84
"GO:0046849"	"BP"	"GO:0046849"	"bone remodeling"	"39/4576"	"89/18903"	3.76137611765271e-05	0.00208886077154472	0.00164346878461868	"1969/23154/3953/4853/1513/51430/7107/7879/952/6696/1436/2697/7128/3569/5764/115908/1200/55366/4192/9066/56834/84959/101/338773/7043/26585/79705/645811/54849/10609/9842/3690/5578/284266/8792/8200/54/7040/91355"	39
"GO:0032956"	"BP"	"GO:0032956"	"regulation of actin cytoskeleton organization"	"122/4576"	"365/18903"	3.81233647385422e-05	0.00209906594568965	0.0016514979866494	"832/3925/6548/126820/829/389/4853/6281/10456/128239/55243/50848/5999/27/10092/25802/5629/375/10602/23433/55704/119/9168/822/3552/390/55845/2042/90102/3059/5290/1739/118/9948/9353/399/22998/57482/2044/55435/171024/9037/253260/5734/5295/2150/5921/5066/1946/1436/5159/11346/23607/51429/5071/5154/6624/2006/3984/10344/6369/10095/8976/136319/1020/7114/286527/2316/10395/10174/10565/27067/114822/23189/203228/7111/7046/1902/81873/29085/391/23075/4192/116985/83700/6840/9886/120/3071/4035/10810/1073/382/10979/2764/6710/7043/123016/51466/54551/7082/29767/29766/7168/29109/146206/23406/1398/1440/3690/2885/396/284266/343578/684/85415/2909/91663/9647/11135/11078/9620"	122
"GO:0003007"	"BP"	"GO:0003007"	"heart morphogenesis"	"91/4576"	"258/18903"	3.94329882576549e-05	0.00215277381657469	0.00169375413434976	"9249/10269/3725/4853/8751/5629/6262/26160/2274/129880/7273/659/7048/7474/6091/200894/23129/6474/3280/53834/7468/4487/9353/3516/10427/5308/1909/6423/1363/4208/6586/2296/10370/8701/2006/6604/2316/10395/3084/6591/55636/23462/23414/3037/5747/5727/7046/2022/1289/3611/9645/55742/26005/10413/22943/57178/27250/4193/6926/6495/3091/23768/51676/7168/55897/23059/2294/2303/1856/7157/55273/54903/6909/8313/6662/2548/57534/115701/2280/650/182/85366/51098/655/3643/7040/10848/8463/1399/10454/9510"	91
"GO:1903008"	"BP"	"GO:1903008"	"organelle disassembly"	"55/4576"	"139/18903"	4.07218881585825e-05	0.00220445717241671	0.00173441743904091	"65018/5563/1513/10456/2629/51506/8444/10533/64422/3064/132671/291/54463/5562/53918/84340/9140/7416/8878/26235/9474/5071/26100/54543/51024/10013/11152/65991/665/9821/79752/7415/57104/55626/9776/10524/10133/664/23710/10059/84749/51569/22863/3091/55102/1459/11345/81631/7157/162427/55062/11140/84164/27341/706"	55
"GO:0061138"	"BP"	"GO:0061138"	"morphogenesis of a branching epithelium"	"70/4576"	"188/18903"	4.30154594649875e-05	0.00230921324894541	0.00181683716950803	"56998/1969/1435/5087/5629/183/5534/2736/3237/7048/7474/5361/23129/1739/9353/51176/2247/1909/6423/2668/2297/2246/7124/4855/5154/2737/3082/367/4824/6591/4609/5727/2022/3611/133/55366/4192/10413/8945/3845/7421/10818/6926/4323/4776/6495/55727/26585/2252/5371/2294/2303/9955/9953/3975/3217/54903/6909/6662/2885/9021/80000/596/650/64412/7052/655/3911/91355/9620"	70
"GO:1901653"	"BP"	"GO:1901653"	"cellular response to peptide"	"124/4576"	"373/18903"	4.35538845750215e-05	0.00231879441679577	0.00182437541738781	"6339/84275/57085/2048/6548/3716/54741/8412/10768/26191/5872/6464/51043/7391/4921/51094/183/8462/23433/3553/3676/8837/1373/2043/55022/5468/8850/185/5290/51274/1909/5562/5295/1393/324/6690/90933/7124/896/2729/55023/2534/2697/5167/2852/3624/3484/7532/781/857/1020/3638/23641/23516/23484/5327/4067/760/8767/5747/3297/23189/55667/51510/8013/7099/2844/10999/445/5286/2101/143686/837/23235/23621/7431/1979/5791/23371/4035/4193/114882/490/55198/2706/2308/9882/8660/328/599/5106/58533/376267/4149/677/6430/207/2200/4644/64506/55829/4363/2303/1535/1398/7157/782/990/6774/3690/252983/2885/9021/201475/11031/5771/27131/3643/7297/773/9518/478/2358/80339"	124
"GO:0051146"	"BP"	"GO:0051146"	"striated muscle cell differentiation"	"101/4576"	"293/18903"	4.43769700487012e-05	0.00234324951683388	0.00184361614136753	"57190/6548/10269/6272/5738/51177/4000/844/5999/5997/1465/25802/5629/824/183/3192/64754/6382/6546/56603/2274/7273/8837/3488/23363/92737/5915/27086/6474/4487/9948/3516/10611/5530/51778/836/8470/57486/4208/5159/1794/9794/10211/1432/64208/9474/2318/136319/9643/9172/3084/5339/7111/84814/10938/22943/11155/26509/928/3845/7480/10818/338773/6926/688/1948/23250/10038/4323/9472/1073/6495/51676/207/26585/50804/29767/29766/7168/55897/3566/9780/90410/8506/5573/1000/115701/596/650/10398/4773/55544/9518/9149/23646/7040/4627/25776/58494/11096/1827"	101
"GO:0050792"	"BP"	"GO:0050792"	"regulation of viral process"	"62/4576"	"162/18903"	4.50187803382145e-05	0.00235781286942096	0.00185507426040653	"8547/55223/5586/9869/103/3428/6041/1660/2494/5629/5610/201626/55254/7879/5359/286827/3576/205860/339976/9140/972/10318/7124/3123/6732/9474/6993/2332/4061/9830/2040/10581/8519/10410/117854/85363/10346/6609/7251/63901/81603/55196/8091/4940/54737/10206/7301/5045/4261/9683/596/55337/5886/684/7538/558/22880/3956/9582/27350/60489/104"	62
"GO:0006164"	"BP"	"GO:0006164"	"purine nucleotide biosynthetic process"	"86/4576"	"242/18903"	4.65378476419369e-05	0.00241771624604321	0.00190220489300447	"65018/5538/79717/205/26289/271/515/4720/6391/25874/29922/159/109/5163/55022/4705/3615/523/4710/8833/521/10606/1633/4717/2982/2180/6389/134145/79993/8382/1836/79646/347734/60481/6785/221264/9551/3614/4708/51422/5634/7114/5160/5165/5631/2182/7415/4882/4702/23413/8050/51144/4723/2977/1737/132/9060/83401/51703/4522/4707/9556/122622/4832/527/115/4706/5198/80347/79877/516/498/80025/84532/55902/100/514/374291/7040/6576/23181/4535/4536/4537/4539/4538"	86
"GO:0009165"	"BP"	"GO:0009165"	"nucleotide biosynthetic process"	"104/4576"	"304/18903"	4.88778767901967e-05	0.00250586131964981	0.00197155545909473	"64802/978/65018/5538/79717/51727/205/26289/271/515/80308/4720/6391/7371/25874/29922/23057/8564/159/6241/109/790/8942/5163/55022/4705/3615/523/4710/8833/521/10606/1633/4717/2982/2180/6389/134145/79993/8382/1836/79646/347734/60481/6785/221264/9519/2617/9551/10135/3614/4708/51422/5634/7114/56474/5160/5165/5631/2182/50484/7415/4882/4702/23413/6240/8050/51144/4723/2977/1737/132/9060/83401/51703/4522/4707/122481/9556/122622/4832/527/115/4706/5198/80347/79877/516/498/80025/84532/55902/100/514/54963/374291/7040/6576/23181/4535/4536/4537/4539/4538"	104
"GO:0010212"	"BP"	"GO:0010212"	"response to ionizing radiation"	"56/4576"	"143/18903"	4.90401867122048e-05	0.00250586131964981	0.00197155545909473	"2140/10269/65123/1196/3428/64326/25896/1788/3552/10010/51776/64859/165918/84142/6423/836/5562/1161/51149/1432/1026/6648/2002/5423/6591/4609/3297/301/210/3309/6609/79073/10524/143570/10413/1410/3014/10635/4193/144715/675/10206/3981/9112/5888/54617/5371/641/55159/1535/7157/672/2885/596/7056/1785"	56
"GO:0042326"	"BP"	"GO:0042326"	"negative regulation of phosphorylation"	"126/4576"	"381/18903"	4.94941730299761e-05	0.00250586131964981	0.00197155545909473	"55450/2048/80149/8613/3725/26191/103/2629/55243/4921/5997/5525/11221/64853/183/3192/64754/80851/28951/7498/6546/3553/54431/55022/5468/9467/8850/23171/10641/1849/868/5291/1609/9353/7345/6423/836/5144/100506658/324/5515/6879/6690/1843/56940/1026/135228/5570/5167/7128/154043/5071/11116/5575/3624/3486/3315/7532/3082/857/494551/51422/1756/10251/4067/5569/10221/5339/203228/3301/2776/153090/2022/6609/7251/5080/9479/84959/56288/22943/27250/10935/80824/120892/4035/8655/26524/10464/3843/8660/84962/58533/51637/22863/207/26585/11261/79705/54386/9611/140775/6774/1845/4137/1353/5573/9021/5771/55364/6317/140885/650/55861/655/56937/1032/22933/7040/348/84335/91662/91663/1399/9647/27124/104"	126
"GO:0001837"	"BP"	"GO:0001837"	"epithelial to mesenchymal transition"	"64/4576"	"169/18903"	4.97904763916759e-05	0.00250586131964981	0.00197155545909473	"553115/55223/6275/8751/51094/4139/5534/84695/3553/2043/7048/7474/54756/84541/2042/90102/205717/4487/3516/51176/1909/6423/1601/5515/2296/4855/3569/3082/2316/4017/2260/6591/6386/23462/3037/5747/152007/7046/153090/2022/4192/23187/25805/27250/6934/8091/6926/10979/3091/7043/26585/7041/1277/55273/8313/6662/348262/6317/650/182/655/100507588/7040/7074"	64
"GO:0030433"	"BP"	"GO:0030433"	"ubiquitin-dependent ERAD pathway"	"38/4576"	"87/18903"	5.13155142665321e-05	0.00254288109926923	0.00200068179103929	"118424/10277/7844/23190/54431/55139/7466/10299/54557/202052/23197/821/4121/4189/857/29978/10134/7993/11160/7415/29979/3309/11253/258010/84447/55298/10206/5706/6400/55829/267/79089/55666/55741/6449/126433/7353/80020"	38
"GO:0048145"	"BP"	"GO:0048145"	"regulation of fibroblast proliferation"	"38/4576"	"87/18903"	5.13155142665321e-05	0.00254288109926923	0.00200068179103929	"10269/3725/6277/4921/1660/183/2355/2335/84289/55845/7474/56034/5159/972/1026/6648/5154/358/1956/1021/857/94241/4609/153090/2495/4297/648/57178/23063/3981/5371/51003/7157/990/3690/1869/4282/3976"	38
"GO:0005838"	"CC"	"GO:0005838"	"proteasome regulatory particle"	"13/4763"	"19/19869"	5.15716718366706e-05	0.000931888116676582	0.000715817330021841	"5710/10213/5707/9861/5719/5706/5713/5717/5709/5705/5718/11047/5714"	13
"GO:0001667"	"BP"	"GO:0001667"	"ameboidal-type cell migration"	"157/4576"	"492/18903"	5.27808434267732e-05	0.0025955281935517	0.00204210334351075	"57449/5293/1969/80149/8613/3725/5586/10500/8394/6273/5872/28956/64218/4921/2752/5743/51094/5629/11221/183/3964/10000/6868/6546/10505/54910/9839/1803/2191/3676/659/2335/7145/7857/5468/9922/7048/7869/7474/5793/56999/27086/6091/11167/23129/5291/11235/5290/9982/9353/5308/2247/1909/9037/2668/4208/90355/4163/57556/1839/2246/309/2196/6678/7124/116150/2697/23328/9590/358/3315/10371/5764/7114/7076/10013/27286/154796/4204/285/4017/6781/25960/2260/8754/6591/5168/3037/5747/7264/5339/23189/5646/152007/301/7046/9314/54566/153090/29941/3611/5286/5547/154810/196740/59/9124/1634/55198/5025/90627/1948/8660/8874/5587/382/3091/2530/51466/207/26585/80031/2252/5607/5371/8482/55897/10509/1012/2303/5176/5048/5606/3690/3675/4215/64750/5578/6662/9368/1000/498/55612/54453/655/3911/6915/10501/7040/348/6237/284361/3036/9647/23598/4627/29775"	157
